Subsystem;Name;VID;DataType;VariableType;Unit;Description;HOST Changeable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.BSRSystem.DispenseLine01.FlowmeterFlowMeterValueAvg;10107;F8;DataVariable;l;The integrated arithmetic mean (average) of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.BSRSystem.DispenseLine01.FlowmeterFlowMeterValueMax;10108;F4;DataVariable;l/min;The maximum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.BSRSystem.DispenseLine01.FlowmeterFlowMeterValueMin;10109;F4;DataVariable;l/min;The minimum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.BSRSystem.DispenseLine01.FlowmeterFlowMeterValueSum;10110;F8;DataVariable;l;The integrated sum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ChamberDispenseSystem.DispenseLine01.FlowmeterFlowMeterValueAvg;10111;F8;DataVariable;l;The integrated arithmetic mean (average) of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ChamberDispenseSystem.DispenseLine01.FlowmeterFlowMeterValueMax;10112;F4;DataVariable;l/min;The maximum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ChamberDispenseSystem.DispenseLine01.FlowmeterFlowMeterValueMin;10113;F4;DataVariable;l/min;The minimum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ChamberDispenseSystem.DispenseLine01.FlowmeterFlowMeterValueSum;10114;F8;DataVariable;l;The integrated sum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.CommandedAxisVelocity Avg;10115;F8;DataVariable;rpm;The integrated arithmetic mean (average) of all acquired data values: CommandedAxisVelocity of SpinnerChuck in rpm.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.CommandedAxisVelocity Max;10116;I8;DataVariable;rpm;The maximum of all acquired data values: CommandedAxisVelocity of SpinnerChuck in rpm.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.CommandedAxisVelocity Min;10117;I8;DataVariable;rpm;The minimum of all acquired data values: CommandedAxisVelocity of SpinnerChuck in rpm.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ControlJobID;10118;ASCII;DataVariable;;The ID of the control job to which the material is related.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.CurrentAxisVelocity Avg;10119;F8;DataVariable;rpm;The integrated arithmetic mean (average) of all acquired data values: CurrentAxisVelocity of SpinnerChuck in rpm.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.CurrentAxisVelocity Max;10120;I8;DataVariable;rpm;The maximum of all acquired data values: CurrentAxisVelocity of SpinnerChuck in rpm.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.CurrentAxisVelocity Min;10121;I8;DataVariable;rpm;The minimum of all acquired data values: CurrentAxisVelocity of SpinnerChuck in rpm.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine01.FlowmeterFlowMeterValueAvg;10122;F8;DataVariable;l;The integrated arithmetic mean (average) of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine01.FlowmeterFlowMeterValueMax;10123;F4;DataVariable;l/min;The maximum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine01.FlowmeterFlowMeterValueMin;10124;F4;DataVariable;l/min;The minimum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine01.FlowmeterFlowMeterValueSum;10125;F8;DataVariable;l;The integrated sum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine03.FlowmeterFlowMeterValueAvg;10134;F8;DataVariable;l;The integrated arithmetic mean (average) of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine03.FlowmeterFlowMeterValueMax;10135;F4;DataVariable;l/min;The maximum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine03.FlowmeterFlowMeterValueMin;10136;F4;DataVariable;l/min;The minimum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine03.FlowmeterFlowMeterValueSum;10137;F8;DataVariable;l;The integrated sum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine04.FlowmeterFlowMeterValueAvg;10138;F8;DataVariable;l;The integrated arithmetic mean (average) of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine04.FlowmeterFlowMeterValueMax;10139;F4;DataVariable;l/min;The maximum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine04.FlowmeterFlowMeterValueMin;10140;F4;DataVariable;l/min;The minimum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.DispenseArm.DispenseLine04.FlowmeterFlowMeterValueSum;10141;F8;DataVariable;l;The integrated sum of all acquired data values: Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Duration;10142;I4;DataVariable;ms;The time span between the end and start collection event.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ForwardPower Avg;10143;F8;DataVariable;W;The integrated arithmetic mean (average) of all acquired data values: ForwardPower of MegasonicAreaTransducer in W.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ForwardPower Max;10144;F8;DataVariable;W;The maximum of all acquired data values: ForwardPower of MegasonicAreaTransducer in W.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ForwardPower Min;10145;F8;DataVariable;W;The minimum of all acquired data values: ForwardPower of MegasonicAreaTransducer in W.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Impedance Avg;10146;F8;DataVariable;Ω;The integrated arithmetic mean (average) of all acquired data values: Impedance of MegasonicAreaTransducer in Ω.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Impedance Max;10147;F8;DataVariable;Ω;The maximum of all acquired data values: Impedance of MegasonicAreaTransducer in Ω.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Impedance Min;10148;F8;DataVariable;Ω;The minimum of all acquired data values: Impedance of MegasonicAreaTransducer in Ω.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ProcessJobID;10149;ASCII;DataVariable;;The ID of the process job to which the material is related.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ReflectedPower Avg;10150;F8;DataVariable;W;The integrated arithmetic mean (average) of all acquired data values: ReflectedPower of MegasonicAreaTransducer in W.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ReflectedPower Max;10151;F8;DataVariable;W;The maximum of all acquired data values: ReflectedPower of MegasonicAreaTransducer in W.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.ReflectedPower Min;10152;F8;DataVariable;W;The minimum of all acquired data values: ReflectedPower of MegasonicAreaTransducer in W.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Substrate.AcquiredID;10153;ASCII;DataVariable;;The acquired ID of the substrate.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Substrate.LotID;10154;ASCII;DataVariable;;The lot ID of the lot to which the substrate is related.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Substrate.Name;10155;ASCII;DataVariable;;The name of the substrate.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Substrate.RecipeName;10156;ASCII;DataVariable;;The name of the recipe.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Substrate.SourceID;10157;ASCII;DataVariable;;The ID of the source carrier.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Substrate.SourceSlot;10158;ASCII;DataVariable;;The slot of the source carrier.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature0 Avg;10159;F8;DataVariable;°C;The integrated arithmetic mean (average) of all acquired data values: Temperature0 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature0 Max;10160;F8;DataVariable;°C;The maximum of all acquired data values: Temperature0 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature0 Min;10161;F8;DataVariable;°C;The minimum of all acquired data values: Temperature0 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature1 Avg;10162;F8;DataVariable;°C;The integrated arithmetic mean (average) of all acquired data values: Temperature1 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature1 Max;10163;F8;DataVariable;°C;The maximum of all acquired data values: Temperature1 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature1 Min;10164;F8;DataVariable;°C;The minimum of all acquired data values: Temperature1 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature2 Avg;10165;F8;DataVariable;°C;The integrated arithmetic mean (average) of all acquired data values: Temperature2 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature2 Max;10166;F8;DataVariable;°C;The maximum of all acquired data values: Temperature2 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature2 Min;10167;F8;DataVariable;°C;The minimum of all acquired data values: Temperature2 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature3 Avg;10168;F8;DataVariable;°C;The integrated arithmetic mean (average) of all acquired data values: Temperature3 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature3 Max;10169;F8;DataVariable;°C;The maximum of all acquired data values: Temperature3 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;CleaningProcess.Temperature3 Min;10170;F8;DataVariable;°C;The minimum of all acquired data values: Temperature3 of MegasonicAreaTransducer in °C.;not applicable
GeminiFB.PP1.A.CLM.CleaningProcess;EnableSplineRecipeCommands;10171;Boolean;EquipmentConstant;;Flag if recipecommands should be available which use spline movement in motioncontroller.;False
GeminiFB.PP1.A.CLM.CleaningProcess;LockDoorForLoadingUnloading;10172;Boolean;EquipmentConstant;;Setting if safety door must be closed and locked during loading / unloading. Correlates with setting 'Lock on Hand Over' / 'Lock on Take Over' of Robot EE Location.;False
GeminiFB.PP1.A.CLM.DataValueInformation;ParameterNameFillWeight;10175;I4;EquipmentConstant;%;Specifies the width of the parameter name column in percent (1 - 89 %);False
GeminiFB.PP1.A.CLM.DigitalInput - CLM - docked;Mapping;10178;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP1.A.CLM.DigitalOutput - CLM - Pump Enable;Mapping;10179;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP1.A.CLM.DispenseArm.Axis - DispenseArm - T Axis;Mapping;10180;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP1.A.CLM.DispenseArm.Axis - DispenseArm - Z Axis;Mapping;10181;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP1.A.CLM.DispenseArm;CenterPosition;10182;I8;EquipmentConstant;;Specify the center position in steps on T-axis.Axis: T | Unity: encoder steps;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01;DispenseSystemName;10183;ASCII;EquipmentConstant;;;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter;Dispensevolume.Count;10184;F8;StatusVariable;ml;The current value of the counter.;not applicable
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter;Dispensevolume.Cycle;10185;F8;StatusVariable;ml;Specifies the cycle of the counter (a cycle of zero means infinite).;not applicable
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;CheckDelay;10186;U4;EquipmentConstant;ms;Specify the delay between 2 flow value checks.Unit: milliseconds;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;CheckDelayStart;10187;U4;EquipmentConstant;ms;Specify the delay between dispense start and beginning of flow value check. With this delay you can wait for flow/pressure to build up before starting check.Unit: milliseconds;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;InterruptLoad;10188;Boolean;EquipmentConstant;;Set this to true to interrupt load of substrate in case of an error.;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;InterruptNextProcessStep;10189;Boolean;EquipmentConstant;;Set this to true to interrupt execution of next recipe step in case of an error.;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;InterruptUnload;10190;Boolean;EquipmentConstant;;Set this to true to interrupt unload of substrate in case of an error.;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;MaxIdleFlow;10191;F4;EquipmentConstant;l/min;Specify the max idle flow value for the check which shouldn't be exceeded during idle (=bypass active). Applicable for bypassable dispense systems.Unit: l/min;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;MaxProcessFlow;10192;F4;EquipmentConstant;l/min;Specify the max process flow value for the check which shouldn't be exceeded.Unit: l/min;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;MinIdleFlow;10193;F4;EquipmentConstant;l/min;Specify the min idle flow value for the check which must be reached during idle (=bypass active). Applicable for bypassable dispense systems.Unit: l/min;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.FlowmeterMonitor;MinProcessFlow;10194;F4;EquipmentConstant;l/min;Specify the min process flow value for the check which must be reached during process.Unit: l/min;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter;FlowMeterValue;10195;F4;StatusVariable;l/min;Current value of flowmeter;not applicable
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter.Gauge - Flowmeter - Flow;Mapping;10196;ASCII;EquipmentConstant;;Specifies the underlying I/O object.;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter;NumberOfDivisions;10197;I4;EquipmentConstant;;Define number of divisions of the flowmeter control.Unity: pixel;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine01.Flowmeter;NumberOfSubDivisions;10198;I4;EquipmentConstant;;Define number of sub divisions of the flowmeter control.Unity: pixel;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine03;DispenseSystemName;10235;ASCII;EquipmentConstant;;;False
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine03.Flowmeter;Dispensevolume.Count;10236;F8;StatusVariable;ml;The current value of the counter.;not applicable
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine03.Flowmeter;Dispensevolume.Cycle;10237;F8;StatusVariable;ml;Specifies the cycle of the counter (a cycle of zero means infinite).;not applicable
GeminiFB.PP1.A.CLM.DispenseArm.DispenseLine03.Flowmeter;FlowMeterValue;10238;F4;StatusVariable;l/min;Current value of flowmeter;not applicable
